machinelearning,핸즈온 머신러닝,http://www.yes24.com/Product/Goods/89959711?OzSrank=1,http://image.yes24.com/Goods/89959711/L
machinelearning,파이썬 머신러닝 완벽 가이드,http://www.yes24.com/Product/Goods/87044746?OzSrank=2,http://image.yes24.com/Goods/87044746/L
machinelearning,밑바닥부터 시작하는 딥러닝 ,http://www.yes24.com/Product/Goods/34970929?OzSrank=3,http://image.yes24.com/Goods/34970929/L
